word,kana,boin,hinshi
突か,つか,ウア,動詞
突き,つき,ウイ,接頭詞
突き,つき,ウイ,動詞
突き,つき,ウイ,名詞
突きだし,つきだし,ウイアイ,動詞
突きつけ,つきつけ,ウイウエ,動詞
突きとばし,つきとばし,ウイオアイ,動詞
突き詰め,つきつめ,ウイウエ,動詞
突き合せ,つきあわせ,ウイアアエ,動詞
突き合わさ,つきあわさ,ウイアアア,動詞
突き合わす,つきあわす,ウイアアウ,動詞
突き合わせ,つきあわせ,ウイアアエ,動詞
突き刺さ,つきささ,ウイアア,動詞
突き刺さり,つきささり,ウイアアイ,動詞
突き刺さる,つきささる,ウイアアウ,動詞
突き刺し,つきさし,ウイアイ,動詞
突き刺す,つきさす,ウイアウ,動詞
突き止め,つきとめ,ウイオエ,動詞
突き止める,つきとめる,ウイオエウ,動詞
突き出,つきで,ウイエ,動詞
突き出さ,つきださ,ウイアア,動詞
突き出し,つきだし,ウイアイ,動詞
突き出しゃ,つきだしゃ,ウイアア,動詞
突き出す,つきだす,ウイアウ,動詞
突き出せ,つきだせ,ウイアエ,動詞
突き上げ,つきあげ,ウイアエ,動詞
突き進み,つきすすみ,ウイウウイ,動詞
突き進も,つきすすも,ウイウウオ,動詞
突き進ん,つきすすん,ウイウウン,動詞
突き通し,つきとおし,ウイオオイ,動詞
突き通す,つきとおす,ウイオオウ,動詞
突き当り,つきあたり,ウイアアイ,動詞
突き当る,つきあたる,ウイアアウ,動詞
突き破り,つきやぶり,ウイアウイ,動詞
突き破る,つきやぶる,ウイアウウ,動詞
突き抜け,つきぬけ,ウイウエ,動詞
突き抜けよ,つきぬけよ,ウイウエオ,動詞
突き飛ばさ,つきとばさ,ウイオアア,動詞
突き飛ばし,つきとばし,ウイオアイ,動詞
突き付け,つきつけ,ウイウエ,動詞
突き付ける,つきつける,ウイウエウ,動詞
突き放し,つきはなし,ウイアアイ,動詞
突き放す,つきはなす,ウイアアウ,動詞
突き戻し,つきもどし,ウイオオイ,動詞
突き戻す,つきもどす,ウイオオウ,動詞
突き落とさ,つきおとさ,ウイオオア,動詞
突き落とし,つきおとし,ウイオオイ,動詞
突き落とす,つきおとす,ウイオオウ,動詞
突き立て,つきたて,ウイアエ,動詞
突け,つけ,ウエ,動詞
突ける,つける,ウエウ,動詞
突こ,つこ,ウオ,動詞
突っ,つっ,ウッ,接頭詞
突っかかり,つっかかり,ウッアアイ,動詞
突っこみ,つっこみ,ウッオイ,動詞
突っこむ,つっこむ,ウッオウ,動詞
突っこも,つっこも,ウッオオ,動詞
突っこん,つっこん,ウッオン,動詞
突っつい,つっつい,ウッウイ,動詞
突っぱね,つっぱね,ウッアエ,動詞
突っぱり,つっぱり,ウッアイ,動詞
突っ込み,つっこみ,ウッオイ,動詞
突っ込ん,つっこん,ウッオン,動詞
突っ切ろ,つっきろ,ウッイオ,動詞
突っ走れ,つっぱしれ,ウッアイエ,動詞
突っ張ら,つっぱら,ウッアア,動詞
突っ張る,つっぱる,ウッアウ,動詞
突っ伏し,つっぷし,ウッウイ,動詞
突っ返さ,つっかえさ,ウッアエア,動詞
突っ返し,つっかえし,ウッアエイ,動詞
突っ放し,つっぱなし,ウッアアイ,動詞
突貫,とっかん,オッアン,名詞
突起,とっき,オッイ,名詞
突撃!パッパラ隊,とつげきぱっぱらたい,オウエイアッアアアイ,名詞
突撃!第二やまぶき寮,とつげきだいにやまぶきりょう,オウエイアイイアアウイオウ,名詞
突撃,とつげき,オウエイ,名詞
突合,つきあい,ウイアイ,名詞
突込み,つっこみ,ウッオイ,名詞
突止め,つきとめ,ウイオエ,動詞
突出,とっしゅつ,オッウウ,名詞
突進,とっしん,オッイン,名詞
突然,とつぜん,オウエン,副詞
突然だ,とつぜんだ,オウエンア,形容詞
突然であった,とつぜんであった,オウエンエアッア,形容詞
突然です,とつぜんです,オウエンエウ,形容詞
突然な,とつぜんな,オウエンア,形容詞
突然の,とつぜんの,オウエンオ,形容詞
突然変異,とつぜんへんい,オウエンエンイ,名詞
突端,とったん,オッアン,名詞
突当り,つきあたり,ウイアアイ,動詞
突入,とつにゅう,オウウウ,名詞
突如,とつじょ,オウオ,副詞
突如と,とつじょと,オウオオ,形容詞
突破,とっぱ,オッア,名詞
突拍子,とっぴょうし,オッオウイ,名詞
突発,とっぱつ,オッアウ,名詞
突飛,とっぴ,オッイ,名詞
突付け,つきつけ,ウイウエ,動詞
突放し,つきはなし,ウイアアイ,動詞
突放す,つきはなす,ウイアアウ,動詞
突落,つきおとし,ウイオオイ,名詞
届,とどけ,オオエ,名詞
届い,とどい,オオイ,動詞
届か,とどか,オオア,動詞
届き,とどき,オオイ,動詞
届く,とどく,オオウ,動詞
届け,とどけ,オオエ,動詞
届け,とどけ,オオエ,名詞
届ける,とどける,オオエウ,動詞
届け出,とどけで,オオエエ,動詞
届け出る,とどけでる,オオエエウ,動詞
届こ,とどこ,オオオ,動詞
届出,とどけで,オオエエ,動詞
届出,とどけで,オオエエ,名詞
届書,かいしょ,アイオ,名詞
鳶,とび,オイ,名詞
鳶口,とびぐち,オイウイ,名詞
鳶色,とびいろ,オイイオ,名詞
苫,とま,オア,名詞
寅,とら,オア,名詞
酉,とり,オイ,名詞
酉川宇宙,とりかわそら,オイアアオア,名詞
屯,たむろ,アウオ,名詞
屯営,とんえい,オンエイ,名詞
屯所,とんしょ,オンオ,名詞
屯田,とんでん,オンエン,名詞
敦,あつし,アウイ,名詞
敦賀,つるが,ウウア,名詞
敦賀市,つるがし,ウウアイ,名詞
敦子のあしたは,あつこのあしたは,アウオオアイアア,名詞
豚,ぶた,ウア,名詞
豚ども,ぶたども,ウアオオ,名詞
豚小屋,ぶたごや,ウアオア,名詞
豚肉,ぶたにく,ウアイウ,名詞
豚野郎,ぶたやろう,ウアアオウ,名詞
遁,とん,オン,名詞
遁辞,とんじ,オンイ,名詞
遁世,とんせい,オンエイ,名詞
遁走,とんそう,オンオウ,名詞
頓,とみ,オイ,名詞
頓狂,とんきょう,オンオウ,名詞
頓挫,とんざ,オンア,名詞
頓死,とんし,オンイ,名詞
頓首,とんしゅ,オンウ,名詞
頓知,とんち,オンイ,名詞
頓智,とんち,オンイ,名詞
頓着,とんじゃく,オンアウ,名詞
頓着,とんちゃく,オンアウ,名詞
頓珍漢,とんちんかん,オンインアン,名詞
頓服,とんぷく,オンウウ,名詞
呑ま,のま,オア,動詞
呑み,のみ,オイ,動詞
呑みこん,のみこん,オイオン,動詞
呑み込ま,のみこま,オイオア,動詞
呑み込み,のみこみ,オイオイ,動詞
呑み込み,のみこみ,オイオイ,名詞
呑み込む,のみこむ,オイオウ,動詞
呑み込め,のみこめ,オイオエ,動詞
呑み込ん,のみこん,オイオン,動詞
呑む,のむ,オウ,動詞
呑め,のめ,オエ,動詞
呑める,のめる,オエウ,動詞
呑ん,のん,オン,動詞
呑気,のんき,オンイ,名詞
呑込み,のみこみ,オイオイ,名詞
呑舟,どんしゅう,オンウウ,名詞
呑噬,どんぜい,オンエイ,名詞
曇,くもり,ウオイ,名詞
曇ら,くもら,ウオア,動詞
曇らす,くもらす,ウオアウ,動詞
曇らせ,くもらせ,ウオアエ,動詞
曇り,くもり,ウオイ,動詞
曇り,くもり,ウオイ,名詞
曇り空,くもりぞら,ウオイオア,名詞
曇る,くもる,ウオウ,動詞
鈍,どん,オン,名詞
鈍,のろ,オオ,形容詞
鈍い,にぶい,イウイ,形容詞
鈍き,にぶき,イウイ,形容詞
鈍く,にぶく,イウウ,形容詞
鈍くて,にぶくて,イウウエ,形容詞
鈍ら,にぶら,イウア,動詞
鈍り,にぶり,イウイ,動詞
鈍る,にぶる,イウウ,動詞
鈍角,どんかく,オンアウ,名詞
鈍感,どんかん,オンアン,形容詞
鈍感,どんかん,オンアン,名詞
鈍重,どんじゅう,オンウウ,名詞
鈍色,にぶいろ,イウイオ,名詞
鈍痛,どんつう,オンウウ,名詞
鈍物,どんぶつ,オンウウ,名詞
奈,な,ア,名詞
奈々本篠介,ななもとじょうすけ,アアオオオウウエ,名詞
奈何,いかん,イアン,名詞
奈緒子,なおこ,アオオ,名詞
奈落,ならく,アアウ,名詞
奈落の底,ならくのそこ,アアウオオオ,名詞
奈良,なら,アア,名詞
奈良の大仏,ならのだいぶつ,アアオアイウウ,名詞
奈良一平,ならいっぺい,アアイッエイ,名詞
奈良県,ならけん,アアエン,名詞
奈良県奈良市,ならけんならし,アアエンアアイ,名詞
奈良山,なろうやま,アオウアア,名詞
奈良時代,ならじだい,アアイアイ,名詞
那,だ,ア,名詞
那古,なご,アオ,名詞
那州雪絵,なすゆきえ,アウウイエ,名詞
那須輝一郎,なすきいちろう,アウイイイオウ,名詞
那覇,なは,アア,名詞
那波,なば,アア,名詞
那美,なみ,アイ,名詞
那由他,なゆた,アウア,名詞
内,うち,ウイ,名詞
内,ない,アイ,名詞
内々,うちうち,ウイウイ,名詞
内々,ないない,アイアイ,副詞
内々けやき,うちうちけやき,ウイウイエアイ,名詞
内の人,うちのひと,ウイオイオ,名詞
内ポケット,うちぽけっと,ウイオエッオ,名詞
内意,ないい,アイイ,名詞
内縁の妻,ないえんのつま,アイエンオウア,名詞
内縁関係,ないえんかんけい,アイエンアンエイ,名詞
内苑,ないえん,アイエン,名詞
内奥,ないおう,アイオウ,名詞
内応,ないおう,アイオウ,名詞
内科,ないか,アイア,名詞
内海八重,うつみやえ,ウウイアエ,名詞
内界,ないかい,アイアイ,名詞
内外,ないがい,アイアイ,名詞
内核,ないかく,アイアウ,名詞
内閣,ないかく,アイアウ,名詞
内閣権力犯罪強制取締官 財前丈太郎,ないかくけんりょくはんざいきょう,アイアウエンオウアンアイオウ,名詞
内閣総理大臣,ないかくそうりだいじん,アイアウオウイアイイン,名詞
内官,ないかん,アイアン,名詞
内気,うちき,ウイイ,名詞
内気な,うちきな,ウイイア,形容詞
内儀,ないぎ,アイイ,名詞
内金,うちきん,ウイイン,名詞
内攻,ないこう,アイオウ,名詞
内妻,ないさい,アイアイ,名詞
内済,ないさい,アイアイ,名詞
内在,ないざい,アイアイ,名詞
内崎まさとし,うちざきまさとし,ウイアイアアオイ,名詞
内山まもる,うちやままもる,ウイアアアオウ,名詞
内山敦司,うちやまあつし,ウイアアアウイ,名詞
内侍,ないし,アイイ,名詞
内示,ないじ,アイイ,名詞
内室,ないしつ,アイイウ,名詞
内実,ないじつ,アイイウ,名詞
内出血,ないしゅっけつ,アイウッエウ,名詞
内所,ないしょ,アイオ,名詞
内緒,ないしょ,アイオ,名詞
内匠寮,ないしょうりょう,アイオウオウ,名詞
内省,ないせい,アイエイ,名詞
内証,ないしょう,アイオウ,名詞
内情,ないじょう,アイオウ,名詞
内職,ないしょく,アイオウ,名詞
内心,ないしん,アイイン,副詞
内心,ないしん,アイイン,名詞
内親王,ないしんのう,アイインオウ,名詞
内水融,うちみずとおる,ウイイウオオウ,名詞
内政,ないせい,アイエイ,名詞
内戦,ないせん,アイエン,名詞
内線,ないせん,アイエン,名詞
内装,ないそう,アイオウ,名詞
内臓,ないぞう,アイオウ,名詞
内蔵寮,くらりょう,ウアオウ,名詞
内側,うちがわ,ウイアア,名詞
内諾,ないだく,アイアウ,名詞
内地,ないち,アイイ,名詞
内通,ないつう,アイウウ,名詞
内定,ないてい,アイエイ,名詞
内庭,うちにわ,ウイイア,名詞
内廷,ないてい,アイエイ,名詞
内弟子,うちでし,ウイエイ,名詞
内的,ないてき,アイエイ,名詞
内殿,うちどの,ウイオオ,名詞
内田,うちだ,ウイア,名詞
内田一奈,うちだかずな,ウイアアウア,名詞
内田春菊,うちだしゅんぎく,ウイアウンイウ,名詞
内藤,ないとう,アイオウ,名詞
内藤泰弘,ないとうやすひろ,アイオウアウイオ,名詞
内乃秋也,うちのしゅうや,ウイオウウア,名詞
内部,ないぶ,アイウ,名詞
内部組織,ないぶそしき,アイウオイイ,名詞
内分泌,ないぶんぴつ,アイウンイウ,名詞
内壁,ないへき,アイエイ,名詞
内報,ないほう,アイオウ,名詞
内幕,うちまく,ウイアウ,名詞
内膜,ないまく,アイアウ,名詞
内密,ないみつ,アイイウ,名詞
内面,ないめん,アイエン,名詞
内面的,ないめんてき,アイエンエイ,名詞
内訳,うちわけ,ウイアエ,名詞
内容,ないよう,アイオウ,名詞
内乱,ないらん,アイアン,名詞
内陸,ないりく,アイイウ,名詞
内輪,うちわ,ウイア,名詞
内帑,ないど,アイオ,名詞
内訌,ないこう,アイオウ,名詞
乍,ながら,アアア,名詞
凪い,ない,アイ,動詞
謎,なぞ,アオ,名詞
謎々,なぞなぞ,アオアオ,名詞
謎の村雨くん,なぞのむらさめくん,アオオウアアエウン,名詞
謎の彼女X,なぞのかのじょえっくす,アオオアオオエッウウ,名詞
謎解き,なぞとき,アオオイ,名詞
謎謎,なぞなぞ,アオアオ,名詞
謎部のアレ。,なぞぶのあれ,アオウオアエ,名詞
捺し,おし,オイ,動詞
捺す,おす,オウ,動詞
捺印,なついん,アウイン,名詞
鍋,なべ,アエ,名詞
鍋倉,なべくら,アエウア,名詞
鍋中,なべなか,アエアア,名詞
鍋田吉郎,なべたよしろう,アエアオイオウ,名詞
鍋島雅治,なべしままさはる,アエイアアアアウ,名詞
馴,しゅん,ウン,名詞
馴らさ,ならさ,アアア,動詞
馴らし,ならし,アアイ,動詞
馴れ,なれ,アエ,動詞
馴れる,なれる,アエウ,動詞
馴れれ,なれれ,アエエ,動詞
馴れ合い,なれあい,アエアイ,動詞
馴れ馴れしい,なれなれしい,アエアエイイ,形容詞
馴れ馴れしく,なれなれしく,アエアエイウ,形容詞
馴鹿,となかい,オアアイ,名詞
馴染,なじみ,アイイ,名詞
馴染み,なじみ,アイイ,名詞
馴染ん,なじん,アイン,動詞
馴致,じゅんち,ウンイ,名詞
縄,なわ,アア,名詞
縄暖簾,なわのれん,アアオエン,名詞
縄張,なわばり,アアアイ,名詞
縄張り,なわばり,アアアイ,名詞
縄梯子,なわばしご,アアアイオ,名詞
縄飛び,なわとび,アアオイ,名詞
縄文海進,じょうもんかいしん,オウオンアイイン,名詞
縄文時代,じょうもんじだい,オウオンイアイ,名詞
縄文少年ヨギ,じょうもんしょうねんよぎ,オウオンオウエンオイ,名詞
縄目,なわめ,アアエ,名詞
畷,なわて,アアエ,名詞
南,みなみ,イアイ,名詞
南Q阿伝,なくあでん,アウアエン,名詞
南アフリカ,みなみあふりか,イアイアウイア,名詞
南アメリカ,みなみあめりか,イアイアエイア,名詞
南くんの恋人,みなみくんのこいびと,イアイウンオオイイオ,名詞
南フランス,みなみふらんす,イアイウアンウ,名詞
南マキ,みなみまき,イアイアイ,名詞
南伊豆,みなみいず,イアイイウ,名詞
南夷,みなみえびす,イアイエイウ,名詞
南一平,みなみいっぺい,イアイイッエイ,名詞
南雲堂,なんうんどう,アンウンオウ,名詞
南下,なんか,アンア,名詞
南海,なんかい,アンアイ,名詞
南樺太,みなみからふと,イアイアアウオ,名詞
南鎌倉高校女子自転車部,みなみかまくらこうこうじょしじてんしゃぶ,イアイアアウアオウオウオイイエンアウ,名詞
南岸,なんがん,アンアン,名詞
南紀派,なんきは,アンイア,名詞
南京,なんきん,アンイン,名詞
南京玉,なんきんだま,アンインアア,名詞
南京事件,なんきんじけん,アンインイエン,名詞
南京錠,なんきんじょう,アンインオウ,名詞
南京虫,なんきんむし,アンインウイ,名詞
南郷,なんごう,アンオウ,名詞
南極,なんきょく,アンオウ,名詞
南極ゴジラ,なんきょくごじら,アンオウオイア,名詞
南極の日,なんきょくのひ,アンオウオイ,名詞
南極海,なんきょくかい,アンオウアイ,名詞
南極区,なんきょくく,アンオウウ,名詞
南極条約,なんきょくじょうやく,アンオウオウアウ,名詞
南極大陸,なんきょくたいりく,アンオウアイイウ,名詞
南極点,なんきょくてん,アンオウエン,名詞
南極半島,なんきょくはんとう,アンオウアンオウ,名詞
南郡,なんぐん,アンウン,名詞
南郡,みなみごうり,イアイオウイ,名詞
南向,なんこう,アンオウ,名詞
南国,なんごく,アンオウ,名詞
南国ちゅーばっか!,なんごくちゅーばっか,アンオウウウアッア,名詞
南国ばなな,なんごくばなな,アンオウアアア,名詞
南国少年パプワくん,なんごくしょうねんぱぷわくん,アンオウオウエンアウアウン,名詞
南勝久,みなみかつひさ,イアイアウイア,名詞
南城,なんじょう,アンオウ,名詞
南進,なんしん,アンイン,名詞
南人,なみん,アイン,名詞
南西,なんせい,アンエイ,名詞
南西諸島,なんせいしょとう,アンエイオオウ,名詞
南総里見八犬伝,なんそうさとみはっけんでん,アンオウアオイアッエンエン,名詞
南蔵院,なんぞういん,アンオウイン,名詞
南側,みなみがわ,イアイアア,名詞
南大東,みなみだいとう,イアイアイオウ,名詞
南大東島,みなみだいとうじま,イアイアイオウイア,名詞
南端,なんたん,アンアン,名詞
南朝,なんちょう,アンオウ,名詞
南町奉行,みなみまちぶぎょう,イアイアイウオウ,名詞
南殿,なんでん,アンエン,名詞
南都,なんと,アンオ,名詞
南都焼討,なんとやきうち,アンオアイウイ,名詞
南塔子,みなみとうこ,イアイオウオ,名詞
南東部,なんとうぶ,アンオウウ,名詞
南日本,みなみにほん,イアイイオン,名詞
南波あつこ,なんばあつこ,アンアアウオ,名詞
南波健二,なんばけんじ,アンアエンイ,名詞
南半球,みなみはんきゅう,イアイアンウウ,名詞
南蛮,なんばん,アンアン,名詞
南蛮貿易,なんばんぼうえき,アンアンオウエイ,名詞
南部,なんぶ,アンウ,名詞
南部ゼロイチ,なんぶぜろいち,アンウエオイイ,名詞
南部地方,なんぶちほう,アンウイオウ,名詞
南風,みなみかぜ,イアイアエ,名詞
南米,なんべい,アンエイ,名詞
南方,なんぽう,アンオウ,名詞
南方,みなかた,イアアア,名詞
南方熊楠,みなかたくまくず,イアアアウアウウ,名詞
南方作戦,なんぽうさくせん,アンオウアウエン,名詞
南方純,みなかたすなお,イアアアウアオ,名詞
南北,なんぼく,アンオウ,名詞
南北基本合意書,なんぼくきほんごういしょ,アンオウイオンオウイオ,名詞
南北戦争,なんぼくせんそう,アンオウエンオウ,名詞
南北朝,なんぼくちょう,アンオウオウ,名詞
二年生,にねんせい,イエンエイ,名詞
南北朝時代,なんぼくちょうじだい,アンオウオウイアイ,名詞
南無,なむ,アウ,感動詞
南無阿弥陀仏,なむあみだぶつ,アウアイアウウ,名詞
南洋諸島,なんようしょとう,アンオウオオウ,名詞
南陽,なんよう,アンオウ,名詞
南隣,なんりん,アンイン,名詞
南條範夫,なんじょうのりお,アンオウオイオ,名詞
南澤久佳,なざわひさか,アアアイアア,名詞
楠,くすのき,ウウオイ,名詞
楠みちはる,くすのきみちはる,ウウオイイイアウ,名詞
楠岡,くすおか,ウウオア,名詞
楠桂,くすのきけい,ウウオイエイ,名詞
楠高治,くすのきたかはる,ウウオイアアアウ,名詞
楠田夏子,くすだなつこ,ウウアアウオ,名詞
楠木正成,くすのきまさしげ,ウウオイアアイエ,名詞
軟,なん,アン,名詞
軟かい,やわらかい,アアアアイ,形容詞
軟かき,やわらかき,アアアアイ,形容詞
軟かく,やわらかく,アアアアウ,形容詞
軟らか,やわらか,アアアア,形容詞
軟らか,やわらか,アアアア,名詞
難役,なんやく,アンアウ,名詞
軟らかい,やわらかい,アアアアイ,形容詞
軟らかく,やわらかく,アアアアウ,形容詞
軟化,なんか,アンア,名詞
軟骨,なんこつ,アンオウ,名詞
軟骨魚類,なんこつぎょるい,アンオウオウイ,名詞
軟体動物,なんたいどうぶつ,アンアイオウウウ,名詞
難,がた,アア,形容詞
難,なん,アン,名詞
難い,かたい,アアイ,形容詞
難い,がたい,アアイ,形容詞
難う,がたう,アアウ,形容詞
難かっ,がたかっ,アアアッ,形容詞
難から,かたから,アアアア,形容詞
難き,かたき,アアイ,形容詞
難き,がたき,アアイ,形容詞
難く,かたく,アアウ,形容詞
難く,がたく,アアウ,形容詞
難けれ,かたけれ,アアエエ,形容詞
難し,かたし,アアイ,形容詞
難し,がたし,アアイ,形容詞
難し,むずかし,ウウアイ,形容詞
難しい,むずかしい,ウウアイイ,形容詞
難しかった,むずかしかった,ウウアイアッア,形容詞
難しく,むずかしく,ウウアイウ,形容詞
難しくて,むずかしくて,ウウアイウエ,形容詞
難なく,なんなく,アンアウ,副詞
難易,なんい,アンイ,名詞
難解,なんかい,アンアイ,形容詞
難解,なんかい,アンアイ,名詞
難解で,なんかいで,アンアイエ,形容詞
難解な,なんかいな,アンアイア,形容詞
難解な,なんかいな,アンアイア,名詞
難関,なんかん,アンアン,名詞
難儀,なんぎ,アンイ,名詞
難儀な,なんぎな,アンイア,形容詞
難詰,なんきつ,アンイウ,名詞
難局,なんきょく,アンオウ,名詞
難攻不落,なんこうふらく,アンオウウアウ,名詞
難航,なんこう,アンオウ,名詞
難行,なんぎょう,アンオウ,名詞
難行苦行,なんぎょうくぎょう,アンオウウオウ,名詞
難産,なんざん,アンアン,名詞
難事,なんじ,アンイ,名詞
難事件,なんじけん,アンイエン,名詞
難渋,なんじゅう,アンウウ,名詞
難所,なんしょ,アンオ,名詞
難症,なんしょう,アンオウ,名詞
難色,なんしょく,アンオウ,名詞
難題,なんだい,アンアイ,名詞
難波,なんば,アンア,名詞
難波の堀江,なにわのほりえ,アイアオオイエ,名詞
難波孝,なんばたかし,アンアアアイ,名詞
難波津,なにわつ,アイアウ,名詞
難破,なんぱ,アンア,名詞
難破船,なんぱせん,アンアエン,名詞
難病,なんびょう,アンオウ,名詞
難物,なんぶつ,アンウウ,名詞
難癖,なんくせ,アンウエ,名詞
難民,なんみん,アンイン,名詞
難問,なんもん,アンオン,名詞
難問題,なんもんだい,アンオンアイ,名詞
難路,なんろ,アンオ,名詞
汝,なんじ,アンイ,名詞
汝なやむことなかれ,なんじなやむことなかれ,アンイアアウオオアアエ,名詞
二・二六事件,ににろくじけん,イイオウイエン,名詞
二,に,イ,名詞
二タ,ふた,ウア,名詞
二つ,ふたつ,ウアウ,名詞
二つながら,ふたつながら,ウアウアアア,副詞
二つの木,ふたつのき,ウアウオイ,名詞
二ツ星駆動力学研究所,ふたつぼしくどうりきがくけんきゅうじょ,ウアウオイウオウイイアウエンウウオ,名詞
二つ返事,ふたつへんじ,ウアウエンイ,名詞
二つ目,ふたつめ,ウアウエ,名詞
二ノ宮知子,にのみやともこ,イオイアオオオ,名詞
二の句,にのく,イオウ,名詞
二ノ瀬泰徳,にのせやすのり,イオエアウオイ,名詞
二の足,にのあし,イオアイ,名詞
二の腕,にのうで,イオウエ,名詞
二一,にいち,イイイ,名詞
二羽,にわ,イア,名詞
二王,におう,イオウ,名詞
二箇,にか,イア,名詞
二階建て,にかいだて,イアイアエ,名詞
二階堂ヒカル,にかいどうひかる,イアイオウイアウ,名詞
二官,にかん,イアン,名詞
二間,ふたま,ウアア,名詞
二脚,にきゃく,イアウ,名詞
二宮,にのみや,イオイア,名詞
二宮悦巳,にのみやえつみ,イオイアエウイ,名詞
二宮裕次,にのみやゆうじ,イオイアウウイ,名詞
二九,ふたく,ウアウ,名詞
二軍,にぐん,イウン,名詞
二月,にがつ,イアウ,名詞
二月革命,にがつかくめい,イアウアウエイ,名詞
二月十八日,にがつじゅうはちにち,イアウウウアイイイ,名詞
二月騒動,にがつそうどう,イアウオウオウ,名詞
二月二十一日,にがつにじゅういちにち,イアウイウウイイイイ,名詞
二月二十日,にがつはつか,イアウアウア,名詞
二絃琴,にげんきん,イエンイン,名詞
二言,にごん,イオン,名詞
二言目,ふたことめ,ウアオオエ,名詞
二個師団増設問題,にこしだんぞうせつもんだい,イオイアンオウエウオンアイ,名詞
二股,ふたまた,ウアアア,名詞
二股膏薬,ふたまたこうやく,ウアアアオウアウ,名詞
二五,にご,イオ,名詞
二国,にくに,イウイ,名詞
二国間,にこくかん,イオウアン,名詞
二叉,ふたまた,ウアアア,名詞
二歳,にさい,イアイ,名詞
二三,にさん,イアン,名詞
二四,にし,イイ,名詞
二子,ふたご,ウアオ,名詞
二字,にじ,イイ,名詞
二次会,にじかい,イイアイ,名詞
二次元王子オオタくん,にじげんおうじおおたくん,イイエンオウイオオアウン,名詞
二者選一,にしゃせんいつ,イアエンイウ,名詞
二十一,にそいち,イオイイ,名詞
二十三,にじゅうさん,イウウアン,名詞
二十四,にじゅうよん,イウウオン,名詞
二十四節気,にじゅうしせっき,イウウイエッイ,名詞
二十世紀,にじっせいき,イイッエイイ,名詞
二十二,じそじ,イオイ,名詞
二十日鼠,はつかねずみ,アウアエウイ,名詞
二十年後,にじゅうねんご,イウウエンオ,名詞
二十八,つちや,ウイア,名詞
二十歩,にじゅうぶ,イウウウ,名詞
二十面相の娘,にじゅうめんそうのむすめ,イウウエンオウオウウエ,名詞
二十里,にじゅうり,イウウイ,名詞
二重,ふたえ,ウアエ,名詞
二重写し,にじゅううつし,イウウウウイ,名詞
二重人格,にじゅうじんかく,イウウインアウ,名詞
二重瞼,ふたえまぶた,ウアエアウア,名詞
二女,じじょ,イオ,名詞
二上山,にじょうざん,イオウアン,名詞
二条河原の落書,にじょうがわらのらくしょ,イオウアアアオアウオ,名詞
二条城,にじょうじょう,イオウオウ,名詞
二畳紀,にじょうき,イオウイ,名詞
二伸,にしん,イイン,名詞
二心,ふたごころ,ウアオオオ,名詞
二神,にかみ,イアイ,名詞
二神,にしん,イイン,名詞
二親,ふたおや,ウアオア,名詞
二人の女,ふたりのおんな,ウアイオオンア,名詞
二人の恋人,ふたりのこいびと,ウアイオオイイオ,名詞
二人一役,ふたりひとやく,ウアイイオアウ,名詞
二石,ふたついし,ウアウイイ,名詞
二善,によし,イオイ,名詞
二男,じなん,イアン,名詞
二丁目,にちょうめ,イオウエ,名詞
二丁目路地裏探偵奇譚,にちょうめろじうらたんていきたん,イオウエオイウアアンエイイアン,名詞
二通,につう,イウウ,名詞
二坪,ふたつぼ,ウアウオ,名詞
二兎,にと,イオ,名詞
二度と,にどと,イオオ,副詞
二八,にっぱち,イッアイ,名詞
二分,にぶん,イウン,名詞
二片,ふたかた,ウアアア,名詞
二方,ふたかた,ウアアア,名詞
二本,にもと,イオオ,名詞
二本足,にほんあし,イオンアイ,名詞
二枚貝,にまいがい,イアイアイ,名詞
二枚重ね,にまいがさね,イアイアアエ,名詞
二俣,ふたまた,ウアアア,名詞
二万,にま,イア,名詞
二里,にり,イイ,名詞
二流,にりゅう,イウウ,名詞
二六,にろく,イオウ,名詞
二六時中,にろくじちゅう,イオウイウウ,名詞
二條,にじょう,イオウ,名詞
尼,あま,アア,名詞
尼,に,イ,名詞
尼崎,あまがさき,アアアアイ,名詞
尼子騒兵衛,あまこそうべえ,アアオオウエエ,名詞
尼寺,あまでら,アアエア,名詞
尼僧,にそう,イオウ,名詞
弐十手物語,にじってものがたり,イイッエオオアアイ,名詞
日,にち,イイ,名詞
弐心,ふたごころ,ウアオオオ,名詞
弐瓶勉,にへいつとむ,イエイウオウ,名詞
匂,におい,イオイ,名詞
匂い,におい,イオイ,名詞
匂う,におう,イオウ,動詞
匂やか,におやか,イオアア,名詞
匂わし,におわし,イオアイ,動詞
賑,にぎわい,イイアイ,名詞
賑やか,にぎやか,イイアア,形容詞
賑やか,にぎやか,イイアア,名詞
賑やかであった,にぎやかであった,イイアアエアッア,形容詞
賑やかに,にぎやかに,イイアアイ,形容詞
賑わさ,にぎわさ,イイアア,動詞
賑わし,にぎわし,イイアイ,動詞
賑わす,にぎわす,イイアウ,動詞
肉,にく,イウ,名詞
肉の唄,にくのうた,イウオウア,名詞
肉まん,にくまん,イウアン,名詞
肉屋,にくや,イウア,名詞
肉嫁,にくよめ,イウオエ,名詞
肉感的,にっかんてき,イッアンエイ,名詞
肉丸,にくまる,イウアウ,名詞
肉眼,にくがん,イウアン,名詞
肉極道,にくごくどう,イウオウオウ,名詞
肉桂,にっけい,イッエイ,名詞
肉刺,まめ,アエ,名詞
